"","X","DistCode","DistName","SchCode","Year","Takeover","SchName","SchType","Neighborhood","Charter","GroupType","GroupName","TestSubject","Level_1_Count","Level_2_Count","Level_3_Count","Level_4_Count","Total_Count","Level_1_Percentage","Level_2_Percentage","Level_3_Percentage","Level_4_Percentage"
"140",140,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","sex","Female","ELA",32,57,18,1,108,29.6296296296296,52.7777777777778,16.6666666666667,0.925925925925926
"141",141,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","sex","Male","ELA",52,64,9,0,125,41.6,51.2,7.2,0
"142",142,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","All Students","All","Math",130,105,20,0,255,50.9803921568627,41.1764705882353,7.84313725490196,0
"143",143,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","foster","No","Math",130,105,20,0,255,50.9803921568627,41.1764705882353,7.84313725490196,0
"144",144,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","Grade","3","Math",68,26,9,0,103,66.0194174757282,25.2427184466019,8.7378640776699,0
"145",145,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","Grade","4","Math",29,40,9,0,78,37.1794871794872,51.2820512820513,11.5384615384615,0
"146",146,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","Grade","5","Math",33,39,2,0,74,44.5945945945946,52.7027027027027,2.7027027027027,0
"147",147,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","homeless","No","Math",129,104,20,0,253,50.9881422924901,41.1067193675889,7.90513833992095,0
"148",148,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","homeless","Yes","Math",0,0,0,0,0,0,0,0,0
"149",149,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","iepdata","NOT SWD","Math",116,100,19,0,235,49.3617021276596,42.5531914893617,8.08510638297872,0
"150",150,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","iepdata","SWD","Math",14,5,1,0,20,70,25,5,0
"151",151,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","lep","ELL","Math",100,35,7,0,142,70.4225352112676,24.6478873239437,4.92957746478873,0
"152",152,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","lep","Not ELL","Math",30,70,13,0,113,26.5486725663717,61.9469026548673,11.5044247787611,0
"153",153,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","lunchdata","No","Math",9,11,1,0,21,42.8571428571429,52.3809523809524,4.76190476190476,0
"154",154,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","lunchdata","Yes","Math",121,94,19,0,234,51.7094017094017,40.1709401709402,8.11965811965812,0
"155",155,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","migrant","No","Math",130,105,20,0,255,50.9803921568627,41.1764705882353,7.84313725490196,0
"156",156,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","military","No","Math",130,105,20,0,255,50.9803921568627,41.1764705882353,7.84313725490196,0
"157",157,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","Race7","AM7","Math",0,0,0,0,0,0,0,0,0
"158",158,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","Race7","AS7","Math",0,0,0,0,0,0,0,0,0
"159",159,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","Race7","BL7","Math",21,7,1,0,29,72.4137931034483,24.1379310344828,3.44827586206897,0
"160",160,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","Race7","HI7","Math",93,80,16,0,189,49.2063492063492,42.3280423280423,8.46560846560847,0
"161",161,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","Race7","MU7","Math",0,0,0,0,0,0,0,0,0
"162",162,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","Race7","WH7","Math",6,9,2,0,17,35.2941176470588,52.9411764705882,11.7647058823529,0
"163",163,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","sex","Female","Math",61,49,11,0,121,50.4132231404959,40.495867768595,9.09090909090909,0
"164",164,28,"Providence",28116,2018,"Pre Takeover","Alan Shawn Feinstein Elementary at Broad Street","Elementary School","Washington Park","No","sex","Male","Math",69,56,9,0,134,51.4925373134328,41.7910447761194,6.71641791044776,0
"165",165,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","All Students","All","ELA",141,229,58,0,428,32.9439252336449,53.5046728971963,13.5514018691589,0
"166",166,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","foster","No","ELA",141,228,58,0,427,33.0210772833724,53.3957845433255,13.5831381733021,0
"167",167,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","foster","Yes","ELA",0,0,0,0,0,0,0,0,0
"168",168,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Grade","3","ELA",33,82,17,0,132,25,62.1212121212121,12.8787878787879,0
"169",169,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Grade","4","ELA",51,76,21,0,148,34.4594594594595,51.3513513513513,14.1891891891892,0
"170",170,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Grade","5","ELA",57,71,20,0,148,38.5135135135135,47.972972972973,13.5135135135135,0
"171",171,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","homeless","No","ELA",138,222,57,0,417,33.0935251798561,53.2374100719424,13.6690647482014,0
"172",172,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","homeless","Yes","ELA",3,7,1,0,11,27.2727272727273,63.6363636363636,9.09090909090909,0
"173",173,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","iepdata","NOT SWD","ELA",88,218,58,0,364,24.1758241758242,59.8901098901099,15.9340659340659,0
"174",174,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","iepdata","SWD","ELA",53,11,0,0,64,82.8125,17.1875,0,0
"175",175,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","lep","ELL","ELA",56,58,10,0,124,45.1612903225806,46.7741935483871,8.06451612903226,0
"176",176,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","lep","Not ELL","ELA",85,171,48,0,304,27.9605263157895,56.25,15.7894736842105,0
"177",177,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","lunchdata","No","ELA",6,18,2,0,26,23.0769230769231,69.2307692307692,7.69230769230769,0
"178",178,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","lunchdata","Yes","ELA",135,211,56,0,402,33.5820895522388,52.4875621890547,13.9303482587065,0
"179",179,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","migrant","No","ELA",141,229,58,0,428,32.9439252336449,53.5046728971963,13.5514018691589,0
"180",180,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","military","No","ELA",141,229,58,0,428,32.9439252336449,53.5046728971963,13.5514018691589,0
"181",181,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","AM7","ELA",0,0,0,0,0,0,0,0,0
"182",182,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","AS7","ELA",3,13,8,0,24,12.5,54.1666666666667,33.3333333333333,0
"183",183,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","BL7","ELA",19,45,10,0,74,25.6756756756757,60.8108108108108,13.5135135135135,0
"184",184,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","HI7","ELA",104,145,35,0,284,36.6197183098592,51.056338028169,12.3239436619718,0
"185",185,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","MU7","ELA",5,16,3,0,24,20.8333333333333,66.6666666666667,12.5,0
"186",186,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","WH7","ELA",7,4,2,0,13,53.8461538461538,30.7692307692308,15.3846153846154,0
"187",187,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","sex","Female","ELA",64,115,31,0,210,30.4761904761905,54.7619047619048,14.7619047619048,0
"188",188,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","sex","Male","ELA",77,114,27,0,218,35.3211009174312,52.2935779816514,12.3853211009174,0
"189",189,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","All Students","All","Math",173,215,40,1,429,40.3263403263403,50.1165501165501,9.32400932400932,0.233100233100233
"190",190,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","foster","No","Math",173,214,40,1,428,40.4205607476636,50,9.34579439252336,0.233644859813084
"191",191,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","foster","Yes","Math",0,0,0,0,0,0,0,0,0
"192",192,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Grade","3","Math",33,80,19,1,133,24.812030075188,60.1503759398496,14.2857142857143,0.75187969924812
"193",193,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Grade","4","Math",75,63,9,0,147,51.0204081632653,42.8571428571429,6.12244897959184,0
"194",194,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Grade","5","Math",65,72,12,0,149,43.6241610738255,48.3221476510067,8.05369127516778,0
"195",195,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","homeless","No","Math",167,210,40,1,418,39.9521531100478,50.2392344497608,9.56937799043062,0.239234449760766
"196",196,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","homeless","Yes","Math",6,5,0,0,11,54.5454545454545,45.4545454545455,0,0
"197",197,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","iepdata","NOT SWD","Math",116,208,39,1,364,31.8681318681319,57.1428571428571,10.7142857142857,0.274725274725275
"198",198,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","iepdata","SWD","Math",57,7,1,0,65,87.6923076923077,10.7692307692308,1.53846153846154,0
"199",199,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","lep","ELL","Math",57,63,6,0,126,45.2380952380952,50,4.76190476190476,0
"200",200,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","lep","Not ELL","Math",116,152,34,1,303,38.2838283828383,50.1650165016502,11.2211221122112,0.33003300330033
"201",201,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","lunchdata","No","Math",6,17,3,0,26,23.0769230769231,65.3846153846154,11.5384615384615,0
"202",202,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","lunchdata","Yes","Math",167,198,37,1,403,41.439205955335,49.1315136476427,9.18114143920596,0.248138957816377
"203",203,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","migrant","No","Math",173,215,40,1,429,40.3263403263403,50.1165501165501,9.32400932400932,0.233100233100233
"204",204,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","military","No","Math",173,215,40,1,429,40.3263403263403,50.1165501165501,9.32400932400932,0.233100233100233
"205",205,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","AM7","Math",0,0,0,0,0,0,0,0,0
"206",206,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","AS7","Math",2,14,7,1,24,8.33333333333333,58.3333333333333,29.1666666666667,4.16666666666667
"207",207,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","BL7","Math",33,33,7,0,73,45.2054794520548,45.2054794520548,9.58904109589041,0
"208",208,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","HI7","Math",114,149,23,0,286,39.8601398601399,52.0979020979021,8.04195804195804,0
"209",209,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","MU7","Math",9,13,2,0,24,37.5,54.1666666666667,8.33333333333333,0
"210",210,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","Race7","WH7","Math",10,2,1,0,13,76.9230769230769,15.3846153846154,7.69230769230769,0
"211",211,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","sex","Female","Math",93,102,15,1,211,44.0758293838863,48.3412322274882,7.10900473933649,0.4739336492891
"212",212,28,"Providence",28121,2018,"Pre Takeover","Alfred Lima Sr. Elementary School","Elementary School","West End","No","sex","Male","Math",80,113,25,0,218,36.697247706422,51.8348623853211,11.4678899082569,0
"213",213,28,"Providence",28127,2018,"Pre Takeover","Webster Avenue School","Elementary School","Silver Lake","No","All Students","All","ELA",34,101,51,3,189,17.989417989418,53.4391534391534,26.984126984127,1.58730158730159
"214",214,28,"Providence",28127,2018,"Pre Takeover","Webster Avenue School","Elementary School","Silver Lake","No","foster","No","ELA",34,101,51,3,189,17.989417989418,53.4391534391534,26.984126984127,1.58730158730159
"215",215,28,"Providence",28127,2018,"Pre Takeover","Webster Avenue School","Elementary School","Silver Lake","No","Grade","3","ELA",12,30,11,0,53,22.6415094339623,56.6037735849057,20.7547169811321,0
"216",216,28,"Providence",28127,2018,"Pre Takeover","Webster Avenue School","Elementary School","Silver Lake","No","Grade","4","ELA",8,24,17,1,50,16,48,34,2
"217",217,28,"Providence",28127,2018,"Pre Takeover","Webster Avenue School","Elementary School","Silver Lake","No","Grade","5","ELA",14,47,23,2,86,16.2790697674419,54.6511627906977,26.7441860465116,2.32558139534884
